id,Overs remaining,Runs Scored,Wickets Remaining,Runs required,Match Boolean
17645,14,57,9,94,True
17646,13,59,9,92,True
17647,12,66,8,85,True
17648,11,74,8,77,True
17649,10,86,8,65,True
17650,9,92,7,59,True
17651,8,98,7,53,True
17652,7,109,7,42,True
17653,6,117,7,34,True
17654,5,121,7,30,True
17655,4,124,6,27,True
17656,3,136,6,15,True
17657,2,141,6,10,True
17658,1,152,6,0,True
17659,19,7,9,184,False
17660,18,17,9,174,False
17661,17,27,9,164,False
17662,16,42,9,149,False
17663,15,48,8,143,False
17664,14,55,7,136,False
17665,13,59,7,132,False
17666,12,65,7,126,False
17667,11,71,7,120,False
17668,10,83,7,108,False
17669,9,97,7,94,False
17670,8,107,7,84,False
17671,7,118,7,73,False
17672,6,130,7,61,False
17673,5,134,7,57,False
17674,4,140,6,51,False
17675,3,144,6,47,False
17676,2,157,6,34,False
17677,1,162,6,29,False
17678,0,181,5,10,False
17679,19,2,9,209,False
17680,18,3,8,208,False
17681,17,10,8,201,False
17682,16,16,8,195,False
17683,15,25,8,186,False
17684,14,29,7,182,False
17685,13,31,6,180,False
17686,12,45,5,166,False
17687,11,49,5,162,False
17688,10,53,5,158,False
17689,9,65,5,146,False
17690,8,74,5,137,False
17691,7,82,5,129,False
17692,6,93,4,118,False
17693,5,96,4,115,False
17694,4,114,3,97,False
17695,3,120,3,91,False
17696,2,127,3,84,False
17697,1,128,2,83,False
17698,0,133,2,78,False
17699,19,5,10,166,True
17700,18,15,10,156,True
17701,17,21,10,150,True
17702,16,31,10,140,True
17703,15,43,10,128,True
17704,14,50,10,121,True
17705,13,63,10,108,True
17706,12,67,10,104,True
17707,11,84,10,87,True
17708,10,91,10,80,True
17709,9,100,10,71,True
17710,8,115,10,56,True
17711,7,129,10,42,True
17712,6,137,9,34,True
17713,5,148,8,23,True
17714,4,150,7,21,True
17715,3,158,7,13,True
17716,2,167,7,4,True
17717,1,173,7,0,True
17718,19,4,10,195,True
17719,18,19,10,180,True
17720,17,34,10,165,True
17721,16,41,10,158,True
17722,15,52,9,147,True
17723,14,62,8,137,True
17724,13,74,8,125,True
17725,12,82,8,117,True
17726,11,89,8,110,True
17727,10,99,8,100,True
17728,9,114,8,85,True
17729,8,124,8,75,True
17730,7,141,8,58,True
17731,6,154,8,45,True
17732,5,174,8,25,True
17733,4,193,6,6,True
17734,3,200,6,0,True
17735,19,11,10,143,False
17736,18,14,9,140,False
17737,17,18,9,136,False
17738,16,24,9,130,False
17739,15,34,9,120,False
17740,14,36,8,118,False
17741,13,39,6,115,False
17742,12,42,5,112,False
17743,11,49,5,105,False
17744,10,57,5,97,False
17745,9,61,4,93,False
17746,8,64,4,90,False
17747,7,74,4,80,False
17748,6,82,4,72,False
17749,5,87,3,67,False
17750,4,99,3,55,False
17751,3,106,3,48,False
17752,2,118,3,36,False
17753,1,125,3,29,False
17754,0,131,1,23,False
17755,19,6,10,181,False
17756,18,20,10,167,False
17757,17,27,10,160,False
17758,16,41,10,146,False
17759,15,47,10,140,False
17760,14,54,9,133,False
17761,13,60,8,127,False
17762,12,68,8,119,False
17763,11,72,7,115,False
17764,10,77,7,110,False
17765,9,90,6,97,False
17766,8,97,5,90,False
17767,7,101,5,86,False
17768,6,103,4,84,False
17769,5,112,3,75,False
17770,4,117,3,70,False
17771,3,125,3,62,False
17772,2,129,3,58,False
17773,1,142,2,45,False
17774,0,149,1,38,False
17775,19,2,10,122,True
17776,18,12,10,112,True
17777,17,14,10,110,True
17778,16,22,10,102,True
17779,15,31,9,93,True
17780,14,33,8,91,True
17781,13,40,8,84,True
17782,12,51,7,73,True
17783,11,56,7,68,True
17784,10,63,7,61,True
17785,9,70,7,54,True
17786,8,84,7,40,True
17787,7,88,6,36,True
17788,6,93,5,31,True
17789,5,101,5,23,True
17790,4,105,5,19,True
17791,3,110,5,14,True
17792,2,115,5,9,True
17793,1,127,5,0,True
17794,19,10,10,130,False
17795,18,10,9,130,False
17796,17,13,9,127,False
17797,16,23,9,117,False
17798,15,37,9,103,False
17799,14,38,8,102,False
17800,13,44,6,96,False
17801,12,47,6,93,False
17802,11,53,6,87,False
17803,10,56,6,84,False
17804,9,63,5,77,False
17805,8,66,5,74,False
17806,7,75,5,65,False
17807,6,84,3,56,False
17808,5,87,2,53,False
17809,4,92,2,48,False
17810,3,107,2,33,False
17811,2,112,2,28,False
17812,1,117,1,23,False
17813,0,133,1,7,False
17814,19,7,10,241,False
17815,18,9,9,239,False
17816,17,15,9,233,False
17817,16,26,9,222,False
17818,15,37,9,211,False
17819,14,41,8,207,False
17820,13,44,7,204,False
17821,12,47,5,201,False
17822,11,51,5,197,False
17823,10,54,5,194,False
17824,9,67,5,181,False
17825,8,69,4,179,False
17826,7,74,2,174,False
17827,6,87,2,161,False
17828,5,94,2,154,False
17829,4,95,2,153,False
17830,3,98,2,150,False
17831,2,100,2,148,False
17832,1,104,1,144,False
17833,19,4,9,190,False
17834,18,12,9,182,False
17835,17,13,8,181,False
17836,16,21,8,173,False
17837,15,33,8,161,False
17838,14,36,8,158,False
17839,13,44,8,150,False
17840,12,51,8,143,False
17841,11,58,8,136,False
17842,10,64,8,130,False
17843,9,76,8,118,False
17844,8,81,7,113,False
17845,7,94,7,100,False
17846,6,99,5,95,False
17847,5,110,5,84,False
17848,4,112,3,82,False
17849,3,119,3,75,False
17850,2,127,3,67,False
17851,1,132,2,62,False
17852,0,135,1,59,False
17853,19,3,9,167,False
17854,18,11,8,159,False
17855,17,16,7,154,False
17856,16,25,7,145,False
17857,15,26,6,144,False
17858,14,33,6,137,False
17859,13,37,6,133,False
17860,12,47,6,123,False
17861,11,52,6,118,False
17862,10,60,6,110,False
17863,9,68,5,102,False
17864,8,76,5,94,False
17865,7,81,5,89,False
17866,6,89,5,81,False
17867,5,97,4,73,False
17868,4,105,4,65,False
17869,3,109,3,61,False
17870,2,112,2,58,False
17871,1,116,1,54,False
17872,0,125,1,45,False
17873,19,7,10,158,True
17874,18,13,10,152,True
17875,17,25,10,140,True
17876,16,30,10,135,True
17877,15,33,10,132,True
17878,14,46,10,119,True
17879,13,51,10,114,True
17880,12,63,10,102,True
17881,11,71,9,94,True
17882,10,76,9,89,True
17883,9,85,8,80,True
17884,8,92,8,73,True
17885,7,103,8,62,True
17886,6,109,8,56,True
17887,5,121,8,44,True
17888,4,131,7,34,True
17889,3,142,6,23,True
17890,2,151,6,14,True
17891,1,161,6,4,True
17892,0,168,5,0,True
17893,19,8,10,157,True
17894,18,19,10,146,True
17895,17,30,10,135,True
17896,16,41,9,124,True
17897,15,46,9,119,True
17898,14,60,9,105,True
17899,13,63,9,102,True
17900,12,72,9,93,True
17901,11,77,9,88,True
17902,10,93,9,72,True
17903,9,104,9,61,True
17904,8,114,8,51,True
17905,7,128,8,37,True
17906,6,143,8,22,True
17907,5,146,6,19,True
17908,4,148,6,17,True
17909,3,154,4,11,True
17910,2,166,4,0,True
17911,19,6,10,159,True
17912,18,18,10,147,True
17913,17,21,10,144,True
17914,16,32,10,133,True
17915,15,36,10,129,True
17916,14,45,10,120,True
17917,13,48,10,117,True
17918,12,61,10,104,True
17919,11,70,10,95,True
17920,10,73,9,92,True
17921,9,83,9,82,True
17922,8,99,9,66,True
17923,7,112,9,53,True
17924,6,125,9,40,True
17925,5,126,8,39,True
17926,4,129,7,36,True
17927,3,140,6,25,True
17928,2,143,5,22,True
17929,1,158,5,7,True
17930,0,169,4,0,True
17931,19,5,9,215,False
17932,18,14,9,206,False
17933,17,17,8,203,False
17934,16,22,8,198,False
17935,15,31,7,189,False
17936,14,45,5,175,False
17937,13,53,5,167,False
17938,12,66,5,154,False
17939,11,73,5,147,False
17940,10,97,5,123,False
17941,9,111,5,109,False
17942,8,123,4,97,False
17943,7,127,4,93,False
17944,6,138,4,82,False
17945,5,146,4,74,False
17946,4,176,3,44,False
17947,3,181,2,39,False
17948,2,193,2,27,False
17949,1,201,1,19,False
17950,0,202,1,18,False
17951,19,10,10,114,True
17952,18,18,10,106,True
17953,17,18,10,106,True
17954,16,32,10,92,True
17955,15,47,10,77,True
17956,14,53,9,71,True
17957,13,56,9,68,True
17958,12,60,9,64,True
17959,11,72,9,52,True
17960,10,75,8,49,True
17961,9,80,8,44,True
17962,8,83,8,41,True
17963,7,91,8,33,True
17964,6,97,8,27,True
17965,5,107,8,17,True
17966,4,117,8,7,True
17967,3,127,8,0,True
17968,19,7,10,154,True
17969,18,11,9,150,True
17970,17,22,9,139,True
17971,16,31,9,130,True
17972,15,44,9,117,True
17973,14,48,8,113,True
17974,13,59,8,102,True
17975,12,65,8,96,True
17976,11,80,8,81,True
17977,10,85,8,76,True
17978,9,86,7,75,True
17979,8,91,7,70,True
17980,7,100,7,61,True
17981,6,103,7,58,True
17982,5,118,7,43,True
17983,4,123,7,38,True
17984,3,129,7,32,True
17985,2,149,6,12,True
17986,1,162,6,0,True
17987,19,2,9,131,False
17988,18,6,9,127,False
17989,17,7,9,126,False
17990,16,9,8,124,False
17991,15,13,8,120,False
17992,14,14,8,119,False
17993,13,17,7,116,False
17994,12,26,7,107,False
17995,11,28,5,105,False
17996,10,32,5,101,False
17997,9,47,5,86,False
17998,8,47,3,86,False
17999,7,52,3,81,False
18000,6,54,1,79,False
18001,5,58,1,75,False
18002,4,58,1,75,False
18003,19,14,10,153,False
18004,18,25,10,142,False
18005,17,31,10,136,False
18006,16,39,9,128,False
18007,15,49,9,118,False
18008,14,61,9,106,False
18009,13,64,9,103,False
18010,12,68,9,99,False
18011,11,76,9,91,False
18012,10,79,7,88,False
18013,9,82,7,85,False
18014,8,86,7,81,False
18015,7,97,7,70,False
18016,6,106,7,61,False
18017,5,118,7,49,False
18018,4,124,7,43,False
18019,3,131,7,36,False
18020,2,139,5,28,False
18021,1,148,4,19,False
18022,0,153,4,14,False
18023,19,2,10,229,False
18024,18,3,8,228,False
18025,17,10,7,221,False
18026,16,22,7,209,False
18027,15,33,7,198,False
18028,14,43,7,188,False
18029,13,58,7,173,False
18030,12,72,7,159,False
18031,11,77,7,154,False
18032,10,86,7,145,False
18033,9,106,7,125,False
18034,8,119,7,112,False
18035,7,125,6,106,False
18036,6,134,6,97,False
18037,5,143,5,88,False
18038,4,162,5,69,False
18039,3,168,4,63,False
18040,2,170,2,61,False
18041,1,180,2,51,False
18042,0,196,2,35,False
18043,19,3,10,165,True
18044,18,5,10,163,True
18045,17,13,9,155,True
18046,16,19,9,149,True
18047,15,32,9,136,True
18048,14,38,9,130,True
18049,13,49,9,119,True
18050,12,62,9,106,True
18051,11,74,9,94,True
18052,10,85,9,83,True
18053,9,94,9,74,True
18054,8,98,9,70,True
18055,7,107,8,61,True
18056,6,117,8,51,True
18057,5,129,7,39,True
18058,4,131,7,37,True
18059,3,151,7,17,True
18060,2,165,7,3,True
18061,1,170,7,0,True
18062,19,2,9,180,False
18063,18,4,8,178,False
18064,17,12,8,170,False
18065,16,16,8,166,False
18066,15,23,8,159,False
18067,14,32,8,150,False
18068,13,40,8,142,False
18069,12,49,8,133,False
18070,11,52,8,130,False
18071,10,61,7,121,False
18072,9,67,7,115,False
18073,8,82,7,100,False
18074,7,95,7,87,False
18075,6,102,7,80,False
18076,5,106,7,76,False
18077,4,117,7,65,False
18078,3,124,7,58,False
18079,2,139,7,43,False
18080,1,145,7,37,False
18081,0,155,6,27,False
18082,19,6,10,120,True
18083,18,13,9,113,True
18084,17,22,9,104,True
18085,16,32,9,94,True
18086,15,44,9,82,True
18087,14,52,9,74,True
18088,13,55,9,71,True
18089,12,63,9,63,True
18090,11,67,8,59,True
18091,10,81,8,45,True
18092,9,81,7,45,True
18093,8,93,7,33,True
18094,7,99,7,27,True
18095,6,103,7,23,True
18096,5,109,6,17,True
18097,4,110,6,16,True
18098,3,117,6,9,True
18099,2,120,6,6,True
18100,1,127,6,0,True
18101,19,3,10,127,True
18102,18,13,10,117,True
18103,17,17,10,113,True
18104,16,25,10,105,True
18105,15,30,10,100,True
18106,14,45,10,85,True
18107,13,49,10,81,True
18108,12,62,10,68,True
18109,11,74,10,56,True
18110,10,77,10,53,True
18111,9,84,10,46,True
18112,8,90,9,40,True
18113,7,98,9,32,True
18114,6,103,8,27,True
18115,5,106,7,24,True
18116,4,108,6,22,True
18117,3,108,6,22,True
18118,2,116,5,14,True
18119,1,132,5,0,True
18120,19,1,10,180,True
18121,18,7,10,174,True
18122,17,16,9,165,True
18123,16,30,9,151,True
18124,15,40,9,141,True
18125,14,47,9,134,True
18126,13,51,9,130,True
18127,12,60,9,121,True
18128,11,68,9,113,True
18129,10,70,9,111,True
18130,9,85,9,96,True
18131,8,87,8,94,True
18132,7,97,7,84,True
18133,6,104,7,77,True
18134,5,114,7,67,True
18135,4,123,6,58,True
18136,3,129,6,52,True
18137,2,148,6,33,True
18138,1,169,6,12,True
18139,0,183,6,0,True
18140,19,6,10,136,True
18141,18,12,9,130,True
18142,17,24,9,118,True
18143,16,38,9,104,True
18144,15,43,8,99,True
18145,14,52,8,90,True
18146,13,55,7,87,True
18147,12,60,7,82,True
18148,11,67,7,75,True
18149,10,72,7,70,True
18150,9,80,7,62,True
18151,8,89,7,53,True
18152,7,97,7,45,True
18153,6,102,7,40,True
18154,5,113,7,29,True
18155,4,120,7,22,True
18156,3,131,7,11,True
18157,2,145,7,0,True
18158,19,3,10,160,True
18159,18,8,9,155,True
18160,17,17,8,146,True
18161,16,18,8,145,True
18162,15,25,8,138,True
18163,14,36,7,127,True
18164,13,39,7,124,True
18165,12,48,7,115,True
18166,11,60,7,103,True
18167,10,72,7,91,True
18168,9,76,7,87,True
18169,8,86,7,77,True
18170,7,98,7,65,True
18171,6,113,7,50,True
18172,5,116,7,47,True
18173,4,132,7,31,True
18174,3,140,7,23,True
18175,2,157,6,6,True
18176,1,160,5,3,True
18177,0,166,5,0,True
18178,19,6,9,122,True
18179,18,8,9,120,True
18180,17,13,9,115,True
18181,16,31,9,97,True
18182,15,34,9,94,True
18183,14,44,9,84,True
18184,13,48,9,80,True
18185,12,53,9,75,True
18186,11,71,9,57,True
18187,10,80,8,48,True
18188,9,81,8,47,True
18189,8,88,8,40,True
18190,7,95,8,33,True
18191,6,96,8,32,True
18192,5,104,8,24,True
18193,4,112,8,16,True
18194,3,116,8,12,True
18195,2,129,8,0,True
18196,19,1,10,151,True
18197,18,6,10,146,True
18198,17,19,10,133,True
18199,16,27,9,125,True
18200,15,33,8,119,True
18201,14,34,8,118,True
18202,13,42,8,110,True
18203,12,50,8,102,True
18204,11,58,8,94,True
18205,10,68,8,84,True
18206,9,80,7,72,True
18207,8,83,7,69,True
18208,7,87,6,65,True
18209,6,95,6,57,True
18210,5,102,6,50,True
18211,4,110,6,42,True
18212,3,126,6,26,True
18213,2,141,6,11,True
18214,1,155,6,0,True
18215,19,6,10,163,False
18216,18,16,9,153,False
18217,17,25,9,144,False
18218,16,38,9,131,False
18219,15,41,8,128,False
18220,14,46,7,123,False
18221,13,49,7,120,False
18222,12,54,7,115,False
18223,11,61,6,108,False
18224,10,67,6,102,False
18225,9,71,5,98,False
18226,8,82,4,87,False
18227,7,90,4,79,False
18228,6,110,4,59,False
18229,5,119,4,50,False
18230,4,124,3,45,False
18231,3,127,3,42,False
18232,2,138,3,31,False
18233,1,145,1,24,False
18234,19,2,10,189,False
18235,18,15,9,176,False
18236,17,24,9,167,False
18237,16,32,9,159,False
18238,15,47,9,144,False
18239,14,56,9,135,False
18240,13,61,9,130,False
18241,12,75,9,116,False
18242,11,80,9,111,False
18243,10,87,7,104,False
18244,9,90,7,101,False
18245,8,95,7,96,False
18246,7,105,7,86,False
18247,6,111,6,80,False
18248,5,127,6,64,False
18249,4,135,6,56,False
18250,3,145,6,46,False
18251,2,158,6,33,False
18252,1,168,6,23,False
18253,0,176,5,15,False
18254,19,11,10,125,True
18255,18,21,10,115,True
18256,17,28,9,108,True
18257,16,32,8,104,True
18258,15,36,8,100,True
18259,14,37,6,99,True
18260,13,39,6,97,True
18261,12,42,6,94,True
18262,11,53,6,83,True
18263,10,55,6,81,True
18264,9,70,6,66,True
18265,8,82,6,54,True
18266,7,88,6,48,True
18267,6,95,6,41,True
18268,5,103,5,33,True
18269,4,103,5,33,True
18270,3,111,5,25,True
18271,2,126,5,10,True
18272,1,140,5,0,True
18273,19,19,10,157,True
18274,18,29,9,147,True
18275,17,35,9,141,True
18276,16,38,9,138,True
18277,15,50,8,126,True
18278,14,56,8,120,True
18279,13,67,8,109,True
18280,12,72,8,104,True
18281,11,79,8,97,True
18282,10,88,8,88,True
18283,9,90,6,86,True
18284,8,98,6,78,True
18285,7,111,6,65,True
18286,6,120,6,56,True
18287,5,130,6,46,True
18288,4,137,5,39,True
18289,3,152,5,24,True
18290,2,161,5,15,True
18291,1,169,5,7,True
18292,0,179,5,0,True
18293,19,0,9,115,True
18294,18,4,9,111,True
18295,17,10,9,105,True
18296,16,22,9,93,True
18297,15,27,9,88,True
18298,14,31,8,84,True
18299,13,38,8,77,True
18300,12,46,8,69,True
18301,11,51,8,64,True
18302,10,61,8,54,True
18303,9,62,7,53,True
18304,8,68,7,47,True
18305,7,74,7,41,True
18306,6,80,7,35,True
18307,5,85,7,30,True
18308,4,87,7,28,True
18309,3,102,6,13,True
18310,2,105,5,10,True
18311,1,111,5,4,True
18312,0,116,5,0,True
18313,19,10,10,175,False
18314,18,20,10,165,False
18315,17,22,10,163,False
18316,16,28,9,157,False
18317,15,41,9,144,False
18318,14,52,8,133,False
18319,13,60,8,125,False
18320,12,68,8,117,False
18321,11,72,7,113,False
18322,10,80,7,105,False
18323,9,83,6,102,False
18324,8,87,5,98,False
18325,7,91,4,94,False
18326,6,92,4,93,False
18327,5,103,3,82,False
18328,4,111,2,74,False
18329,3,118,2,67,False
18330,2,124,2,61,False
18331,1,129,2,56,False
18332,0,142,2,43,False
18333,19,5,10,157,True
18334,18,6,9,156,True
18335,17,12,8,150,True
18336,16,19,8,143,True
18337,15,23,8,139,True
18338,14,37,8,125,True
18339,13,43,8,119,True
18340,12,51,8,111,True
18341,11,58,8,104,True
18342,10,70,8,92,True
18343,9,81,8,81,True
18344,8,88,8,74,True
18345,7,99,8,63,True
18346,6,105,8,57,True
18347,5,116,8,46,True
18348,4,121,8,41,True
18349,3,134,7,28,True
18350,2,147,6,15,True
18351,1,158,5,4,True
18352,0,166,5,0,True
18353,19,14,10,161,True
18354,18,23,10,152,True
18355,17,35,10,140,True
18356,16,50,10,125,True
18357,15,63,10,112,True
18358,14,74,10,101,True
18359,13,78,10,97,True
18360,12,86,9,89,True
18361,11,97,9,78,True
18362,10,101,9,74,True
18363,9,105,9,70,True
18364,8,115,9,60,True
18365,7,119,8,56,True
18366,6,123,8,52,True
18367,5,135,8,40,True
18368,4,139,7,36,True
18369,3,149,7,26,True
18370,2,155,6,20,True
18371,1,171,6,4,True
18372,0,178,6,0,True
18373,19,4,10,214,False
18374,18,11,9,207,False
18375,17,17,8,201,False
18376,16,26,7,192,False
18377,15,39,7,179,False
18378,14,48,7,170,False
18379,13,55,6,163,False
18380,12,59,5,159,False
18381,11,77,5,141,False
18382,10,82,5,136,False
18383,9,90,5,128,False
18384,8,100,5,118,False
18385,7,103,3,115,False
18386,6,116,2,102,False
18387,5,130,2,88,False
18388,4,136,2,82,False
18389,3,151,2,67,False
18390,2,164,2,54,False
18391,1,171,2,47,False
18392,0,191,2,27,False
18393,19,6,9,162,True
18394,18,17,9,151,True
18395,17,23,8,145,True
18396,16,30,8,138,True
18397,15,42,8,126,True
18398,14,49,8,119,True
18399,13,61,8,107,True
18400,12,65,8,103,True
18401,11,69,8,99,True
18402,10,70,7,98,True
18403,9,75,7,93,True
18404,8,89,7,79,True
18405,7,109,7,59,True
18406,6,115,7,53,True
18407,5,118,7,50,True
18408,4,124,6,44,True
18409,3,128,5,40,True
18410,2,144,5,24,True
18411,1,164,5,4,True
18412,0,170,5,0,True
18413,19,4,10,133,True
18414,18,11,10,126,True
18415,17,26,10,111,True
18416,16,29,9,108,True
18417,15,41,9,96,True
18418,14,52,9,85,True
18419,13,66,9,71,True
18420,12,67,9,70,True
18421,11,74,9,63,True
18422,10,81,9,56,True
18423,9,89,9,48,True
18424,8,96,9,41,True
18425,7,99,8,38,True
18426,6,109,8,28,True
18427,5,115,8,22,True
18428,4,128,8,9,True
18429,3,135,7,2,True
18430,2,141,7,0,True
18431,19,11,10,189,False
18432,18,30,10,170,False
18433,17,33,9,167,False
18434,16,42,9,158,False
18435,15,53,8,147,False
18436,14,58,7,142,False
18437,13,64,7,136,False
18438,12,72,7,128,False
18439,11,80,7,120,False
18440,10,96,7,104,False
18441,9,106,7,94,False
18442,8,115,6,85,False
18443,7,121,5,79,False
18444,6,132,5,68,False
18445,5,138,4,62,False
18446,4,145,4,55,False
18447,3,153,3,47,False
18448,2,157,2,43,False
18449,1,166,2,34,False
18450,0,179,2,21,False
18451,19,9,10,160,False
18452,18,13,9,156,False
18453,17,22,8,147,False
18454,16,26,8,143,False
18455,15,30,8,139,False
18456,14,32,6,137,False
18457,13,35,6,134,False
18458,12,43,6,126,False
18459,11,49,6,120,False
18460,10,58,6,111,False
18461,9,62,5,107,False
18462,8,67,5,102,False
18463,7,71,4,98,False
18464,6,73,3,96,False
18465,5,80,3,89,False
18466,4,82,2,87,False
18467,3,83,1,86,False
18468,2,83,1,86,False
18469,19,10,10,122,True
18470,18,21,10,111,True
18471,17,32,10,100,True
18472,16,44,10,88,True
18473,15,58,10,74,True
18474,14,68,9,64,True
18475,13,71,9,61,True
18476,12,75,8,57,True
18477,11,77,8,55,True
18478,10,85,8,47,True
18479,9,100,8,32,True
18480,8,104,8,28,True
18481,7,105,7,27,True
18482,6,111,7,21,True
18483,5,116,7,16,True
18484,4,124,7,8,True
18485,3,137,6,0,True
18486,19,6,10,164,True
18487,18,24,10,146,True
18488,17,33,10,137,True
18489,16,57,10,113,True
18490,15,60,10,110,True
18491,14,68,10,102,True
18492,13,85,10,85,True
18493,12,90,10,80,True
18494,11,100,10,70,True
18495,10,106,10,64,True
18496,9,113,8,57,True
18497,8,117,8,53,True
18498,7,126,7,44,True
18499,6,138,7,32,True
18500,5,151,7,19,True
18501,4,163,7,7,True
18502,3,166,6,4,True
18503,2,173,6,0,True
18504,19,0,9,182,False
18505,18,10,9,172,False
18506,17,11,8,171,False
18507,16,22,8,160,False
18508,15,28,7,154,False
18509,14,40,7,142,False
18510,13,43,7,139,False
18511,12,51,7,131,False
18512,11,60,7,122,False
18513,10,71,7,111,False
18514,9,73,6,109,False
18515,8,78,6,104,False
18516,7,84,6,98,False
18517,6,95,6,87,False
18518,5,117,6,65,False
18519,4,131,6,51,False
18520,3,141,6,41,False
18521,2,150,6,32,False
18522,1,164,4,18,False
18523,0,178,4,4,False
18524,19,9,10,199,False
18525,18,13,9,195,False
18526,17,25,9,183,False
18527,16,31,8,177,False
18528,15,50,8,158,False
18529,14,52,8,156,False
18530,13,57,8,151,False
18531,12,68,8,140,False
18532,11,75,8,133,False
18533,10,83,7,125,False
18534,9,90,7,118,False
18535,8,99,6,109,False
18536,7,110,6,98,False
18537,6,130,6,78,False
18538,5,134,5,74,False
18539,4,147,4,61,False
18540,3,168,4,40,False
18541,2,181,4,27,False
18542,1,190,3,18,False
18543,0,202,3,6,False
18544,19,0,9,173,False
18545,18,11,9,162,False
18546,17,30,9,143,False
18547,16,35,9,138,False
18548,15,49,8,124,False
18549,14,53,8,120,False
18550,13,63,6,110,False
18551,12,80,6,93,False
18552,11,87,6,86,False
18553,10,92,5,81,False
18554,9,106,5,67,False
18555,8,115,5,58,False
18556,7,126,5,47,False
18557,6,128,5,45,False
18558,5,131,4,42,False
18559,4,135,4,38,False
18560,3,149,4,24,False
18561,2,153,3,20,False
18562,1,160,2,13,False
18563,0,164,2,9,False
18564,19,10,9,162,False
18565,18,20,9,152,False
18566,17,26,9,146,False
18567,16,35,9,137,False
18568,15,48,8,124,False
18569,14,50,7,122,False
18570,13,57,6,115,False
18571,12,61,6,111,False
18572,11,69,6,103,False
18573,10,78,6,94,False
18574,9,85,5,87,False
18575,8,91,5,81,False
18576,7,100,5,72,False
18577,6,114,4,58,False
18578,5,122,3,50,False
18579,4,129,3,43,False
18580,3,131,2,41,False
18581,2,131,1,41,False
18582,19,11,10,189,True
18583,18,20,10,180,True
18584,17,34,10,166,True
18585,16,46,10,154,True
18586,15,54,9,146,True
18587,14,62,9,138,True
18588,13,70,9,130,True
18589,12,80,9,120,True
18590,11,84,8,116,True
18591,10,94,8,106,True
18592,9,97,7,103,True
18593,8,105,7,95,True
18594,7,112,7,88,True
18595,6,119,7,81,True
18596,5,129,7,71,True
18597,4,153,6,47,True
18598,3,170,6,30,True
18599,2,179,5,21,True
18600,1,192,4,8,True
18601,0,201,4,0,True
18602,19,5,9,180,False
18603,18,11,9,174,False
18604,17,23,9,162,False
18605,16,28,9,157,False
18606,15,47,9,138,False
18607,14,53,9,132,False
18608,13,57,8,128,False
18609,12,68,8,117,False
18610,11,84,8,101,False
18611,10,90,7,95,False
18612,9,100,7,85,False
18613,8,115,7,70,False
18614,7,125,7,60,False
18615,6,144,7,41,False
18616,5,148,7,37,False
18617,4,157,7,28,False
18618,3,163,7,22,False
18619,2,174,7,11,False
18620,19,6,10,168,True
18621,18,13,10,161,True
18622,17,20,10,154,True
18623,16,32,10,142,True
18624,15,37,10,137,True
18625,14,39,9,135,True
18626,13,40,9,134,True
18627,12,49,9,125,True
18628,11,55,9,119,True
18629,10,67,9,107,True
18630,9,76,9,98,True
18631,8,87,8,87,True
18632,7,100,8,74,True
18633,6,110,7,64,True
18634,5,118,7,56,True
18635,4,125,6,49,True
18636,3,139,6,35,True
18637,2,159,6,15,True
18638,1,176,6,0,True
18639,19,6,10,183,False
18640,18,14,10,175,False
18641,17,31,9,158,False
18642,16,32,9,157,False
18643,15,41,8,148,False
18644,14,55,8,134,False
18645,13,58,8,131,False
18646,12,59,8,130,False
18647,11,66,7,123,False
18648,10,67,7,122,False
18649,9,72,7,117,False
18650,8,87,7,102,False
18651,7,101,7,88,False
18652,6,111,6,78,False
18653,5,120,6,69,False
18654,4,126,5,63,False
18655,3,138,5,51,False
18656,2,145,5,44,False
18657,1,160,3,29,False
18658,0,175,3,14,False
18659,19,13,10,205,False
18660,18,25,10,193,False
18661,17,33,10,185,False
18662,16,43,9,175,False
18663,15,49,9,169,False
18664,14,56,9,162,False
18665,13,62,7,156,False
18666,12,75,7,143,False
18667,11,80,6,138,False
18668,10,84,5,134,False
18669,9,102,5,116,False
18670,8,112,4,106,False
18671,7,115,4,103,False
18672,6,117,2,101,False
18673,5,119,2,99,False
18674,4,120,2,98,False
18675,3,120,2,98,False
18676,19,5,10,143,False
18677,18,10,10,138,False
18678,17,14,9,134,False
18679,16,30,9,118,False
18680,15,32,8,116,False
18681,14,36,8,112,False
18682,13,40,8,108,False
18683,12,44,7,104,False
18684,11,49,7,99,False
18685,10,58,7,90,False
18686,9,62,6,86,False
18687,8,66,6,82,False
18688,7,70,5,78,False
18689,6,80,5,68,False
18690,5,93,5,55,False
18691,4,99,4,49,False
18692,3,109,3,39,False
18693,2,126,2,22,False
18694,1,137,2,11,False
18695,0,139,1,9,False
18696,19,10,10,197,False
18697,18,25,10,182,False
18698,17,28,9,179,False
18699,16,37,8,170,False
18700,15,42,8,165,False
18701,14,59,7,148,False
18702,13,67,7,140,False
18703,12,70,7,137,False
18704,11,75,7,132,False
18705,10,76,7,131,False
18706,9,88,7,119,False
18707,8,96,7,111,False
18708,7,115,7,92,False
18709,6,121,6,86,False
18710,5,138,6,69,False
18711,4,146,4,61,False
18712,3,158,4,49,False
18713,2,167,3,40,False
18714,1,175,3,32,False
18715,0,181,2,26,False
18716,19,2,10,148,False
18717,18,5,10,145,False
18718,17,23,10,127,False
