id,Overs remaining,Runs Scored,Wickets Remaining,Runs required,Match Boolean
3953,2,161,5,34,True
3954,1,174,5,21,True
3955,0,199,5,0,True
3956,19,2,10,139,True
3957,18,3,10,138,True
3958,17,14,10,127,True
3959,16,18,8,123,True
3960,15,19,7,122,True
3961,14,24,7,117,True
3962,13,31,7,110,True
3963,12,35,7,106,True
3964,11,43,7,98,True
3965,10,49,6,92,True
3966,9,72,6,69,True
3967,8,82,6,59,True
3968,7,92,6,49,True
3969,6,114,6,27,True
3970,5,130,6,11,True
3971,4,133,6,8,True
3972,3,138,5,3,True
3973,2,144,5,0,True
3974,19,12,10,169,False
3975,18,16,10,165,False
3976,17,21,9,160,False
3977,16,29,9,152,False
3978,15,31,8,150,False
3979,14,35,8,146,False
3980,13,45,8,136,False
3981,12,53,8,128,False
3982,11,68,8,113,False
3983,10,76,8,105,False
3984,9,87,8,94,False
3985,8,95,8,86,False
3986,7,97,6,84,False
3987,6,107,5,74,False
3988,5,115,5,66,False
3989,4,119,4,62,False
3990,3,127,4,54,False
3991,2,146,4,35,False
3992,1,155,4,26,False
3993,0,163,1,18,False
3994,19,5,9,151,False
3995,18,10,9,146,False
3996,17,11,8,145,False
3997,16,16,8,140,False
3998,15,24,7,132,False
3999,14,34,7,122,False
4000,13,41,6,115,False
4001,12,50,6,106,False
4002,11,57,6,99,False
4003,10,63,6,93,False
4004,9,72,6,84,False
4005,8,79,6,77,False
4006,7,98,5,58,False
4007,6,99,4,57,False
4008,5,107,4,49,False
4009,4,112,3,44,False
4010,3,120,3,36,False
4011,2,128,3,28,False
4012,1,139,3,17,False
4013,0,148,2,8,False
4014,19,1,9,159,True
4015,18,1,9,159,True
4016,17,5,9,155,True
4017,16,16,9,144,True
4018,15,28,9,132,True
4019,14,38,9,122,True
4020,13,54,9,106,True
4021,12,56,9,104,True
4022,11,67,9,93,True
4023,10,74,9,86,True
4024,9,83,9,77,True
4025,8,88,9,72,True
4026,7,98,9,62,True
4027,6,105,9,55,True
4028,5,114,9,46,True
4029,4,129,9,31,True
4030,3,144,9,16,True
4031,2,158,8,2,True
4032,1,161,8,0,True
4033,19,8,10,98,False
4034,18,11,8,95,False
4035,17,19,8,87,False
4036,16,29,8,77,False
4037,15,37,7,69,False
4038,14,56,7,50,False
4039,13,68,6,38,False
4040,12,82,5,24,False
4041,19,9,10,111,True
4042,18,21,10,99,True
4043,17,26,10,94,True
4044,16,32,10,88,True
4045,15,34,10,86,True
4046,14,43,10,77,True
4047,13,51,9,69,True
4048,12,55,9,65,True
4049,11,56,8,64,True
4050,10,65,8,55,True
4051,9,71,7,49,True
4052,8,76,7,44,True
4053,7,81,7,39,True
4054,6,92,7,28,True
4055,5,114,7,6,True
4056,4,119,6,1,True
4057,3,123,6,0,True
4058,19,11,10,141,True
4059,18,19,9,133,True
4060,17,28,9,124,True
4061,16,34,9,118,True
4062,15,42,9,110,True
4063,14,53,9,99,True
4064,13,62,9,90,True
4065,12,66,9,86,True
4066,11,73,9,79,True
4067,10,81,9,71,True
4068,9,86,9,66,True
4069,8,99,9,53,True
4070,7,109,8,43,True
4071,6,115,8,37,True
4072,5,121,8,31,True
4073,4,128,8,24,True
4074,3,134,7,18,True
4075,2,138,6,14,True
4076,1,154,6,0,True
4077,19,5,10,174,True
4078,18,10,10,169,True
4079,17,20,10,159,True
4080,16,36,10,143,True
4081,15,39,9,140,True
4082,14,52,9,127,True
4083,13,63,9,116,True
4084,12,67,8,112,True
4085,11,73,8,106,True
4086,10,76,8,103,True
4087,9,92,8,87,True
4088,8,98,8,81,True
4089,7,109,8,70,True
4090,6,116,7,63,True
4091,5,122,7,57,True
4092,4,129,6,50,True
4093,3,144,6,35,True
4094,2,154,6,25,True
4095,1,174,6,5,True
4096,0,182,5,0,True
4097,19,6,9,169,True
4098,18,19,8,156,True
4099,17,20,7,155,True
4100,16,35,7,140,True
4101,15,45,7,130,True
4102,14,49,7,126,True
4103,13,56,7,119,True
4104,12,61,7,114,True
4105,11,72,7,103,True
4106,10,77,7,98,True
4107,9,92,7,83,True
4108,8,102,7,73,True
4109,7,115,7,60,True
4110,6,121,7,54,True
4111,5,130,7,45,True
4112,4,146,7,29,True
4113,3,151,7,24,True
4114,2,165,6,10,True
4115,1,170,4,5,True
4116,0,178,4,0,True
4117,19,7,10,125,False
4118,18,14,10,118,False
4119,17,22,10,110,False
4120,16,27,9,105,False
4121,15,28,8,104,False
4122,14,37,8,95,False
4123,13,42,7,90,False
4124,12,49,7,83,False
4125,11,52,7,80,False
4126,10,59,7,73,False
4127,9,64,7,68,False
4128,8,73,7,59,False
4129,7,75,6,57,False
4130,6,77,6,55,False
4131,5,86,6,46,False
4132,4,98,4,34,False
4133,3,101,3,31,False
4134,2,107,2,25,False
4135,1,119,2,13,False
4136,0,126,1,6,False
4137,19,1,10,184,False
4138,18,17,10,168,False
4139,17,26,10,159,False
4140,16,37,10,148,False
4141,15,42,9,143,False
4142,14,47,9,138,False
4143,13,55,8,130,False
4144,12,62,7,123,False
4145,11,65,7,120,False
4146,10,70,6,115,False
4147,9,74,6,111,False
4148,8,79,6,106,False
4149,7,83,5,102,False
4150,6,99,5,86,False
4151,5,104,4,81,False
4152,4,116,4,69,False
4153,3,129,4,56,False
4154,2,147,4,38,False
4155,1,158,4,27,False
4156,0,180,3,5,False
4157,19,7,10,160,True
4158,18,16,10,151,True
4159,17,22,10,145,True
4160,16,30,9,137,True
4161,15,45,9,122,True
4162,14,62,9,105,True
4163,13,63,9,104,True
4164,12,69,8,98,True
4165,11,73,8,94,True
4166,10,75,8,92,True
4167,9,90,8,77,True
4168,8,100,8,67,True
4169,7,121,8,46,True
4170,6,136,8,31,True
4171,5,145,7,22,True
4172,4,150,6,17,True
4173,3,158,6,9,True
4174,2,164,6,3,True
4175,1,170,6,0,True
4176,19,4,10,116,True
4177,18,11,9,109,True
4178,17,22,9,98,True
4179,16,31,9,89,True
4180,15,46,9,74,True
4181,14,58,9,62,True
4182,13,60,8,60,True
4183,12,64,8,56,True
4184,11,67,8,53,True
4185,10,74,8,46,True
4186,9,82,8,38,True
4187,8,87,7,33,True
4188,7,96,6,24,True
4189,6,115,5,5,True
4190,5,121,5,0,True
4191,19,2,10,156,True
4192,18,11,9,147,True
4193,17,21,8,137,True
4194,16,34,8,124,True
4195,15,43,8,115,True
4196,14,55,8,103,True
4197,13,62,8,96,True
4198,12,70,7,88,True
4199,11,75,7,83,True
4200,10,81,7,77,True
4201,9,89,7,69,True
4202,8,103,7,55,True
4203,7,114,7,44,True
4204,6,119,7,39,True
4205,5,123,6,35,True
4206,4,133,6,25,True
4207,3,142,5,16,True
4208,2,155,5,3,True
4209,1,158,4,0,True
4210,0,162,4,0,True
4211,19,1,10,194,False
4212,18,7,10,188,False
4213,17,9,9,186,False
4214,16,17,9,178,False
4215,15,30,9,165,False
4216,14,36,9,159,False
4217,13,46,9,149,False
4218,12,50,9,145,False
4219,11,67,9,128,False
4220,10,72,9,123,False
4221,9,79,9,116,False
4222,8,90,9,105,False
4223,7,93,8,102,False
4224,6,100,7,95,False
4225,5,106,7,89,False
4226,4,128,7,67,False
4227,3,133,6,62,False
4228,2,142,5,53,False
4229,1,155,5,40,False
4230,0,165,5,30,False
4231,19,5,10,195,True
4232,18,20,10,180,True
4233,17,37,10,163,True
4234,16,41,9,159,True
4235,15,48,9,152,True
4236,14,63,9,137,True
4237,13,74,9,126,True
4238,12,81,9,119,True
4239,11,90,9,110,True
4240,10,98,9,102,True
4241,9,110,9,90,True
4242,8,123,9,77,True
4243,7,134,9,66,True
4244,6,148,9,52,True
4245,5,177,9,23,True
4246,4,206,9,0,True
4247,19,5,10,160,False
4248,18,10,10,155,False
4249,17,22,10,143,False
4250,16,23,10,142,False
4251,15,33,10,132,False
4252,14,39,9,126,False
4253,13,46,9,119,False
4254,12,53,9,112,False
4255,11,65,9,100,False
4256,10,73,9,92,False
4257,9,82,9,83,False
4258,8,90,8,75,False
4259,7,100,8,65,False
4260,6,112,8,53,False
4261,5,120,8,45,False
4262,4,131,8,34,False
4263,3,144,8,21,False
4264,2,149,8,16,False
4265,1,157,6,8,False
4266,0,160,4,5,False
4267,19,2,10,170,True
4268,18,6,10,166,True
4269,17,22,10,150,True
4270,16,35,10,137,True
4271,15,45,10,127,True
4272,14,47,9,125,True
4273,13,64,9,108,True
4274,12,74,9,98,True
4275,11,80,9,92,True
4276,10,85,8,87,True
4277,9,98,7,74,True
4278,8,100,7,72,True
4279,7,111,7,61,True
4280,6,115,6,57,True
4281,5,126,6,46,True
4282,4,143,6,29,True
4283,3,154,6,18,True
4284,2,160,5,12,True
4285,1,174,4,0,True
4286,19,16,9,171,True
4287,18,23,9,164,True
4288,17,29,9,158,True
4289,16,42,9,145,True
4290,15,44,9,143,True
4291,14,64,9,123,True
4292,13,74,9,113,True
4293,12,87,9,100,True
4294,11,102,9,85,True
4295,10,112,9,75,True
4296,9,124,9,63,True
4297,8,129,9,58,True
4298,7,138,9,49,True
4299,6,154,9,33,True
4300,5,167,9,20,True
4301,4,183,9,4,True
4302,3,193,9,0,True
4303,19,9,10,178,False
4304,18,18,10,169,False
4305,17,30,10,157,False
4306,16,39,9,148,False
4307,15,49,9,138,False
4308,14,55,9,132,False
4309,13,62,9,125,False
4310,12,71,9,116,False
4311,11,82,8,105,False
4312,10,87,8,100,False
4313,9,98,8,89,False
4314,8,109,8,78,False
4315,7,115,8,72,False
4316,6,124,8,63,False
4317,5,127,8,60,False
4318,4,140,7,47,False
4319,3,154,7,33,False
4320,2,162,5,25,False
4321,1,168,4,19,False
4322,0,179,3,8,False
4323,19,0,10,128,True
4324,18,5,9,123,True
4325,17,20,9,108,True
4326,16,29,9,99,True
4327,15,40,9,88,True
4328,14,46,9,82,True
4329,13,52,9,76,True
4330,12,58,8,70,True
4331,11,68,8,60,True
4332,10,75,8,53,True
4333,9,80,8,48,True
4334,8,87,8,41,True
4335,7,93,8,35,True
4336,6,98,7,30,True
4337,5,100,6,28,True
4338,4,106,6,22,True
4339,3,114,6,14,True
4340,2,126,6,2,True
4341,1,129,6,0,True
4342,19,0,10,173,True
4343,18,8,10,165,True
4344,17,14,9,159,True
4345,16,26,9,147,True
4346,15,38,9,135,True
4347,14,46,9,127,True
4348,13,56,9,117,True
4349,12,61,9,112,True
4350,11,70,9,103,True
4351,10,74,9,99,True
4352,9,88,9,85,True
4353,8,98,9,75,True
4354,7,106,9,67,True
4355,6,116,9,57,True
4356,5,131,9,42,True
4357,4,136,8,37,True
4358,3,147,8,26,True
4359,2,149,6,24,True
4360,1,158,4,15,True
4361,0,174,2,0,True
4362,19,4,9,108,True
4363,18,8,9,104,True
4364,17,17,9,95,True
4365,16,24,9,88,True
4366,15,26,8,86,True
4367,14,37,8,75,True
4368,13,38,8,74,True
4369,12,40,7,72,True
4370,11,45,7,67,True
4371,10,50,7,62,True
4372,9,55,7,57,True
4373,8,63,7,49,True
4374,7,67,7,45,True
4375,6,73,7,39,True
4376,5,83,7,29,True
4377,4,93,7,19,True
4378,3,100,6,12,True
4379,2,112,6,0,True
4380,1,116,5,0,True
4381,19,10,10,96,False
4382,18,16,10,90,False
4383,17,33,10,73,False
4384,16,39,9,67,False
4385,15,49,8,57,False
4386,14,61,8,45,False
4387,13,69,7,37,False
4388,12,74,6,32,False
4389,11,79,5,27,False
4390,10,84,4,22,False
4391,19,5,10,176,False
4392,18,13,10,168,False
4393,17,27,10,154,False
4394,16,30,10,151,False
4395,15,35,10,146,False
4396,14,42,9,139,False
4397,13,45,9,136,False
4398,12,53,9,128,False
4399,11,60,9,121,False
4400,10,63,9,118,False
4401,9,76,9,105,False
4402,8,83,8,98,False
4403,7,92,8,89,False
4404,6,101,8,80,False
4405,5,108,7,73,False
4406,4,127,7,54,False
4407,3,133,6,48,False
4408,2,136,6,45,False
4409,1,138,5,43,False
4410,0,155,5,26,False
4411,19,10,9,158,False
4412,18,18,9,150,False
4413,17,22,9,146,False
4414,16,36,9,132,False
4415,15,41,8,127,False
4416,14,53,8,115,False
4417,13,62,8,106,False
4418,12,65,8,103,False
4419,11,74,8,94,False
4420,10,78,7,90,False
4421,9,84,7,84,False
4422,8,92,7,76,False
4423,7,99,7,69,False
4424,6,111,7,57,False
4425,5,117,7,51,False
4426,4,126,6,42,False
4427,3,131,6,37,False
4428,2,136,5,32,False
4429,1,144,4,24,False
4430,0,161,4,7,False
4431,19,7,10,188,False
4432,18,11,10,184,False
4433,17,28,10,167,False
4434,16,38,10,157,False
4435,15,42,9,153,False
4436,14,54,8,141,False
4437,13,59,8,136,False
4438,12,63,8,132,False
4439,11,71,7,124,False
4440,10,76,7,119,False
4441,9,79,6,116,False
4442,8,82,6,113,False
4443,7,92,6,103,False
4444,6,101,6,94,False
4445,5,105,4,90,False
4446,4,108,3,87,False
4447,3,120,2,75,False
4448,2,121,1,74,False
4449,1,127,1,68,False
4450,0,136,1,59,False
4451,19,2,10,154,False
4452,18,14,10,142,False
4453,17,20,9,136,False
4454,16,34,9,122,False
4455,15,35,9,121,False
4456,14,41,7,115,False
4457,13,45,7,111,False
4458,12,48,7,108,False
4459,11,54,7,102,False
4460,10,62,6,94,False
4461,9,75,6,81,False
4462,8,82,6,74,False
4463,7,87,6,69,False
4464,6,91,5,65,False
4465,5,97,4,59,False
4466,4,104,4,52,False
4467,3,108,4,48,False
4468,2,118,4,38,False
4469,1,133,4,23,False
4470,0,136,2,20,False
4471,19,4,10,173,True
4472,18,9,10,168,True
4473,17,22,10,155,True
4474,16,27,9,150,True
4475,15,39,9,138,True
4476,14,47,9,130,True
4477,13,51,9,126,True
4478,12,55,9,122,True
4479,11,64,9,113,True
4480,10,77,9,100,True
4481,9,84,9,93,True
4482,8,92,9,85,True
4483,7,102,9,75,True
4484,6,104,7,73,True
4485,5,114,7,63,True
4486,4,124,7,53,True
4487,3,133,7,44,True
4488,2,143,7,34,True
4489,1,168,7,9,True
4490,0,179,7,0,True
4491,19,0,8,199,False
4492,18,5,8,194,False
4493,17,14,8,185,False
4494,16,21,8,178,False
4495,15,32,8,167,False
4496,14,38,7,161,False
4497,13,42,7,157,False
4498,12,48,7,151,False
4499,11,61,7,138,False
4500,10,68,7,131,False
4501,9,83,7,116,False
4502,8,93,7,106,False
4503,7,100,7,99,False
4504,6,106,6,93,False
4505,5,113,5,86,False
4506,4,118,4,81,False
4507,3,129,4,70,False
4508,2,137,4,62,False
4509,1,139,3,60,False
4510,0,142,1,57,False
4511,19,2,10,159,True
4512,18,10,10,151,True
4513,17,17,10,144,True
4514,16,34,10,127,True
4515,15,51,10,110,True
4516,14,60,10,101,True
4517,13,70,10,91,True
4518,12,80,10,81,True
4519,11,88,10,73,True
4520,10,102,10,59,True
4521,9,109,10,52,True
4522,8,114,10,47,True
4523,7,126,10,35,True
4524,6,133,10,28,True
4525,5,144,10,17,True
4526,4,152,9,9,True
4527,3,165,9,0,True
4528,19,16,10,141,True
4529,18,22,10,135,True
4530,17,37,10,120,True
4531,16,42,10,115,True
4532,15,61,10,96,True
4533,14,67,9,90,True
4534,13,77,9,80,True
4535,12,81,9,76,True
4536,11,97,9,60,True
4537,10,103,9,54,True
4538,9,112,9,45,True
4539,8,114,8,43,True
4540,7,117,8,40,True
4541,6,122,8,35,True
4542,5,126,8,31,True
4543,4,140,8,17,True
4544,3,148,7,9,True
4545,2,155,7,2,True
4546,1,161,7,0,True
4547,19,11,10,126,True
4548,18,19,10,118,True
4549,17,21,10,116,True
4550,16,27,10,110,True
4551,15,29,10,108,True
4552,14,31,9,106,True
4553,13,38,9,99,True
4554,12,46,9,91,True
4555,11,56,9,81,True
4556,10,60,9,77,True
4557,9,67,9,70,True
4558,8,77,9,60,True
4559,7,83,8,54,True
4560,6,84,8,53,True
4561,5,93,8,44,True
4562,4,106,8,31,True
4563,3,108,8,29,True
4564,2,123,8,14,True
4565,1,141,8,0,True
4566,19,10,10,143,True
4567,18,14,10,139,True
4568,17,21,10,132,True
4569,16,37,10,116,True
4570,15,50,10,103,True
4571,14,60,10,93,True
4572,13,68,10,85,True
4573,12,72,9,81,True
4574,11,76,9,77,True
4575,10,80,9,73,True
4576,9,86,9,67,True
4577,8,94,9,59,True
4578,7,107,9,46,True
4579,6,118,9,35,True
4580,5,128,9,25,True
4581,4,134,7,19,True
4582,3,146,7,7,True
4583,2,151,6,2,True
4584,1,154,6,0,True
4585,19,9,10,223,False
4586,18,13,9,219,False
4587,17,20,9,212,False
4588,16,21,8,211,False
4589,15,29,8,203,False
4590,14,41,8,191,False
4591,13,46,7,186,False
4592,12,52,7,180,False
4593,11,60,6,172,False
4594,10,78,6,154,False
4595,9,92,6,140,False
4596,8,108,6,124,False
4597,7,121,6,111,False
4598,6,133,5,99,False
4599,5,140,5,92,False
4600,4,160,5,72,False
4601,3,174,5,58,False
4602,2,185,5,47,False
4603,1,190,4,42,False
4604,0,198,3,34,False
4605,19,9,10,137,True
4606,18,17,9,129,True
4607,17,24,8,122,True
4608,16,39,8,107,True
4609,15,49,8,97,True
4610,14,59,8,87,True
4611,13,63,8,83,True
4612,12,68,8,78,True
4613,11,79,8,67,True
4614,10,82,8,64,True
4615,9,88,8,58,True
4616,8,92,8,54,True
4617,7,96,7,50,True
4618,6,100,7,46,True
4619,5,110,7,36,True
4620,4,112,6,34,True
4621,3,127,6,19,True
4622,2,135,6,11,True
4623,1,149,6,0,True
4624,19,5,10,114,True
4625,18,10,9,109,True
4626,17,19,9,100,True
4627,16,34,9,85,True
4628,15,40,8,79,True
4629,14,45,8,74,True
4630,13,54,8,65,True
4631,12,58,8,61,True
4632,11,62,8,57,True
4633,10,71,8,48,True
4634,9,80,8,39,True
4635,8,85,8,34,True
4636,7,91,8,28,True
4637,6,95,8,24,True
4638,5,102,8,17,True
4639,4,113,8,6,True
4640,3,115,8,4,True
4641,2,120,8,0,True
4642,19,3,10,180,True
4643,18,13,10,170,True
4644,17,20,10,163,True
4645,16,35,10,148,True
4646,15,47,10,136,True
4647,14,62,10,121,True
4648,13,69,9,114,True
4649,12,73,9,110,True
4650,11,90,9,93,True
4651,10,98,9,85,True
4652,9,102,8,81,True
4653,8,110,8,73,True
4654,7,128,8,55,True
4655,6,145,8,38,True
4656,5,151,7,32,True
4657,4,157,7,26,True
4658,3,166,7,17,True
4659,2,185,7,0,True
4660,19,0,10,195,False
4661,18,8,10,187,False
4662,17,18,9,177,False
4663,16,19,9,176,False
4664,15,25,8,170,False
4665,14,33,8,162,False
4666,13,41,8,154,False
4667,12,54,8,141,False
4668,11,64,8,131,False
4669,10,71,8,124,False
4670,9,72,7,123,False
4671,8,78,6,117,False
4672,7,82,6,113,False
4673,6,90,6,105,False
4674,5,100,6,95,False
4675,4,102,4,93,False
4676,3,112,3,83,False
4677,2,139,3,56,False
4678,1,142,2,53,False
4679,0,146,2,49,False
4680,19,9,10,169,False
4681,18,13,10,165,False
4682,17,20,10,158,False
4683,16,30,10,148,False
4684,15,36,9,142,False
4685,14,40,8,138,False
4686,13,44,7,134,False
4687,12,52,7,126,False
4688,11,61,7,117,False
4689,10,68,7,110,False
4690,9,75,6,103,False
4691,8,82,5,96,False
4692,7,85,4,93,False
4693,6,90,4,88,False
4694,5,98,4,80,False
4695,4,108,3,70,False
4696,3,112,3,66,False
4697,2,113,1,65,False
4698,1,115,1,63,False
4699,19,3,10,113,False
4700,18,6,9,110,False
4701,17,12,9,104,False
4702,16,25,9,91,False
4703,15,26,9,90,False
4704,14,29,9,87,False
4705,13,32,8,84,False
4706,12,36,8,80,False
4707,11,38,8,78,False
4708,10,42,8,74,False
4709,9,45,8,71,False
4710,8,47,7,69,False
4711,7,49,6,67,False
4712,6,54,6,62,False
4713,5,59,6,57,False
4714,4,61,4,55,False
4715,3,69,3,47,False
4716,2,77,3,39,False
4717,1,85,2,31,False
4718,0,92,2,24,False
4719,19,13,10,162,True
4720,18,14,9,161,True
4721,17,24,9,151,True
4722,16,33,9,142,True
4723,15,36,9,139,True
4724,14,54,9,121,True
4725,13,63,9,112,True
4726,12,70,9,105,True
4727,11,75,8,100,True
4728,10,84,8,91,True
4729,9,91,7,84,True
4730,8,94,7,81,True
4731,7,97,6,78,True
4732,6,102,6,73,True
4733,5,110,6,65,True
4734,4,123,6,52,True
4735,3,132,6,43,True
4736,2,146,5,29,True
4737,1,155,5,20,True
4738,0,178,5,0,True
4739,19,9,10,116,True
4740,18,29,10,96,True
4741,17,66,10,59,True
4742,16,67,9,58,True
4743,15,72,9,53,True
4744,14,79,9,46,True
4745,13,84,9,41,True
4746,12,94,9,31,True
4747,11,102,9,23,True
4748,10,109,9,16,True
4749,9,115,9,10,True
4750,8,118,9,7,True
4751,7,124,9,1,True
4752,6,128,9,0,True
4753,19,12,10,121,True
4754,18,19,10,114,True
4755,17,29,10,104,True
4756,16,35,10,98,True
4757,15,45,10,88,True
4758,14,53,10,80,True
4759,13,59,10,74,True
4760,12,71,9,62,True
4761,11,76,9,57,True
4762,10,81,9,52,True
4763,9,90,9,43,True
4764,8,96,8,37,True
4765,7,100,8,33,True
4766,6,104,7,29,True
4767,5,108,7,25,True
4768,4,117,7,16,True
4769,3,121,7,12,True
4770,2,127,7,6,True
4771,1,133,7,0,True
4772,0,137,7,0,True
4773,19,4,10,155,True
4774,18,8,10,151,True
4775,17,24,10,135,True
4776,16,39,10,120,True
4777,15,43,9,116,True
4778,14,47,9,112,True
4779,13,51,9,108,True
4780,12,61,9,98,True
4781,11,72,9,87,True
4782,10,76,9,83,True
4783,9,86,9,73,True
4784,8,93,8,66,True
4785,7,98,8,61,True
4786,6,104,8,55,True
4787,5,115,8,44,True
4788,4,127,8,32,True
4789,3,138,8,21,True
4790,2,153,8,6,True
4791,1,161,8,0,True
4792,19,3,10,174,False
4793,18,11,10,166,False
4794,17,19,9,158,False
4795,16,30,9,147,False
4796,15,39,9,138,False
4797,14,44,8,133,False
4798,13,53,8,124,False
4799,12,58,8,119,False
4800,11,71,8,106,False
4801,10,73,7,104,False
4802,9,78,7,99,False
4803,8,85,7,92,False
4804,7,88,7,89,False
4805,6,91,6,86,False
4806,5,101,5,76,False
4807,4,111,5,66,False
4808,3,129,4,48,False
4809,2,141,4,36,False
4810,1,152,4,25,False
4811,0,159,3,18,False
4812,19,1,9,209,True
4813,18,11,9,199,True
4814,17,21,9,189,True
4815,16,29,9,181,True
4816,15,33,8,177,True
4817,14,45,8,165,True
4818,13,51,8,159,True
4819,12,63,8,147,True
4820,11,78,8,132,True
4821,10,83,8,127,True
4822,9,88,8,122,True
4823,8,98,7,112,True
4824,7,115,7,95,True
4825,6,124,7,86,True
4826,5,137,7,73,True
4827,4,157,7,53,True
4828,3,164,6,46,True
4829,2,179,6,31,True
4830,1,194,6,16,True
4831,0,213,6,0,True
4832,19,9,10,140,True
4833,18,21,10,128,True
4834,17,24,10,125,True
4835,16,41,9,108,True
4836,15,51,9,98,True
4837,14,51,9,98,True
4838,13,54,9,95,True
4839,12,62,9,87,True
4840,11,68,9,81,True
4841,10,74,9,75,True
4842,9,81,9,68,True
4843,8,87,9,62,True
4844,7,92,9,57,True
4845,6,107,9,42,True
4846,5,122,9,27,True
4847,4,127,9,22,True
4848,3,134,9,15,True
4849,2,149,9,0,True
4850,1,150,9,0,True
4851,19,8,10,253,True
4852,18,22,10,239,True
4853,17,45,10,216,True
4854,16,57,10,204,True
4855,15,69,10,192,True
4856,14,93,10,168,True
4857,13,94,9,167,True
4858,12,108,9,153,True
4859,11,120,9,141,True
4860,10,132,9,129,True
4861,9,149,9,112,True
4862,8,173,9,88,True
4863,7,179,8,82,True
4864,6,196,8,65,True
4865,5,201,8,60,True
4866,4,210,8,51,True
4867,3,228,8,33,True
4868,2,253,8,8,True
4869,1,262,8,0,True
4870,19,8,10,163,True
4871,18,21,10,150,True
4872,17,21,9,150,True
4873,16,32,9,139,True
4874,15,36,9,135,True
4875,14,45,9,126,True
4876,13,48,8,123,True
4877,12,63,8,108,True
4878,11,73,8,98,True
4879,10,80,8,91,True
4880,9,85,8,86,True
4881,8,95,8,76,True
4882,7,105,8,66,True
4883,6,115,8,56,True
4884,5,120,7,51,True
4885,4,130,7,41,True
4886,3,142,7,29,True
4887,2,159,7,12,True
4888,1,166,6,5,True
4889,0,173,4,0,True
4890,19,4,9,184,True
4891,18,18,9,170,True
4892,17,29,9,159,True
4893,16,31,9,157,True
4894,15,47,9,141,True
4895,14,64,9,124,True
4896,13,68,9,120,True
4897,12,72,8,116,True
4898,11,79,8,109,True
4899,10,97,7,91,True
4900,9,104,7,84,True
4901,8,109,7,79,True
4902,7,115,7,73,True
4903,6,129,7,59,True
4904,5,139,7,49,True
4905,4,146,7,42,True
4906,3,155,7,33,True
4907,2,166,7,22,True
4908,1,173,7,15,True
4909,0,191,7,0,True
4910,19,3,10,187,True
4911,18,9,9,181,True
4912,17,16,9,174,True
4913,16,36,9,154,True
4914,15,41,9,149,True
4915,14,56,9,134,True
4916,13,69,9,121,True
4917,12,77,9,113,True
4918,11,91,9,99,True
4919,10,100,9,90,True
4920,9,111,9,79,True
4921,8,121,9,69,True
4922,7,129,9,61,True
4923,6,137,9,53,True
4924,5,141,8,49,True
4925,4,152,8,38,True
4926,3,164,7,26,True
4927,2,171,6,19,True
4928,1,182,5,8,True
4929,0,192,5,0,True
4930,19,7,10,146,True
4931,18,18,10,135,True
4932,17,36,10,117,True
4933,16,44,10,109,True
4934,15,52,9,101,True
4935,14,56,9,97,True
4936,13,61,9,92,True
4937,12,67,9,86,True
4938,11,78,9,75,True
4939,10,80,9,73,True
4940,9,88,9,65,True
4941,8,91,8,62,True
4942,7,95,8,58,True
4943,6,105,8,48,True
4944,5,111,7,42,True
4945,4,120,7,33,True
